Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL
Халва,почтомат,Постаматы,"2-й Стрелецкий проезд, 10",1 этаж; супермаркет Пятёрочка,127018,,Марьина Роща район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001009411 (единая справочная: пн-вс 9:00-21:00),88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.797526,37.607075,https://2gis.com/firm/70000001035361221
Халва,почтомат,Постаматы,"Тихвинская, 3 к1",1 этаж,127055,,Тверской район,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,88001009346,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.785569,37.60146,https://2gis.com/firm/70000001035748356
Халва,почтомат,Постаматы,"Большая Переяславская, 10",1 этаж; супермаркет Пятёрочка,129110,,Мещанский район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001009489,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.783034,37.64267,https://2gis.com/firm/70000001035823555
Халва,почтомат,Постаматы,"улица Краснопрудная, 13а",1 этаж; супермаркет Перекрёсток,107140,,Красносельский район,Москва,,Москва,Россия,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+03:00,88001009173,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.780615,37.666749,https://2gis.com/firm/70000001035841051
Халва,почтомат,Постаматы,"Бауманская улица, 58а",1 этаж; универсам Пятёрочка,105005,,Басманный район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001009079,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.768368,37.678719,https://2gis.com/firm/70000001035939089
Халва,почтомат,Постаматы,"Пырьева, 16",супермаркет Пятёрочка,119285,,Раменки район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001009301,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.728855,37.523823,https://2gis.com/firm/70000001035989205
Халва,почтомат,Постаматы,"1-й Павловский переулок, 5",цокольный этаж,115093,,Даниловский район,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 10:00-21:00,+03:00,88001008942,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.716825,37.629472,https://2gis.com/firm/70000001035989225
Халва,почтомат,Постаматы,"Столярный переулок, 3/6",цокольный этаж; супермаркет Перекрёсток,123022,,Пресненский район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001008949,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.765039,37.571781,https://2gis.com/firm/70000001036067105
Халва,почтомат,Постаматы,"Большая Дорогомиловская улица, 8",1 этаж; супермаркет Перекрёсток,121059,,Дорогомилово район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88001009474,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.746244,37.565918,https://2gis.com/firm/70000001036069588
Халва,почтомат,Постаматы,"Волгоградский проспект, 1 ст1",супермаркет Перекрёсток,109316,,Таганский район,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,88001008967,88001009237 (единая справочная: пн-вс 9:00-21:00),88001009405 (единая справочная: пн-вс 9:00-21:00),http://pochtomat.ru,,,,https://vk.com/pochtomat,,55.733819,37.669859,https://2gis.com/firm/70000001036152699
