Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Петровская сельская библиотека,,Библиотеки,"Южная, 6а",,141142.0,,,Щёлково,Щёлково городской округ,Московская область,Россия,Вт: 13:00-19:00; Чт: 13:00-19:00; Сб: 13:00-19:00,+03:00,,,,,,,,https://vk.com/club152641343,,55.904386,38.076505,https://2gis.com/firm/70000001064022443,,,,
Библиотека №1,городская библиотека №1,Библиотеки,"улица Космонавтов, 16",1 этаж,140105.0,Холодово м-н,,Раменское,Раменский городской округ,Московская область,Россия,Пн: 12:00-19:00; Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 12:00-19:00,+03:00,84964632474,84964634471,,http://rambibl.ru,,,,https://vk.com/rambibl,,55.586404,38.206933,https://2gis.com/firm/4504127909233023,,,,
Ликинская муниципальная сельская библиотека,,Библиотеки,"деревня Ликино, 7",,143020.0,,,,Одинцовский городской округ,Московская область,Россия,"Вт: 11:00-14:00, 14:45-19:00; Ср: 09:00-14:00, 14:45-17:00; Чт: 11:00-14:00, 14:45-19:00; Пт: 09:00-14:00, 14:45-17:00; Сб: 09:00-14:00, 14:45-17:00",+03:00,84955989439,,,,,,,,,55.631388,37.129026,https://2gis.com/firm/70000001039486296,,,,
Ильинская библиотека,,Библиотеки,"Ленинская улица, 38",1 этаж,140120.0,,,,Раменский городской округ,Московская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (санитарный день: последний день месяца),+03:00,84964691810,,,,,,,,,55.617629,38.100879,https://2gis.com/firm/70000001034248438,,,,
Дедовская городская библиотека №2,,Библиотеки,"Керамическая, 26",1 этаж; домофон: 4,143532.0,Керамического завода пос.,,Дедовск,Истра городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00 (санитарный день: последняя пт месяца)",+03:00,84983177690,,,,,,,,,55.872896,37.123225,https://2gis.com/firm/70000001022762891,,,,
Раменская межпоселенческая библиотека,Чулковский сельский филиал,Библиотеки,"посёлок Тельмана, 15а",1 этаж,140125.0,,,,Раменский городской округ,Московская область,Россия,Пн: 12:00-19:00; Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 12:00-19:00,+03:00,89256144015,,,,,,,,,55.562879,38.039938,https://2gis.com/firm/70000001037943774,,,,
Детская библиотека,,Библиотеки,"Дзержинского, 4",,143581.0,,,,Истра городской округ,Московская область,Россия,"Вт: 11:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-19:00 (санитарный день: последняя пт месяца)",+03:00,,,,,,,,,,55.818196,37.089526,https://2gis.com/firm/70000001037393280,,,,
Библиотека семейного чтения №7,г. Подольск,Библиотеки,"Колхозная улица, 18",1 этаж,142106.0,Красная Горка м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00 (летний период: пн-пт 11:00-19:00; санитарный день: последний рабочий день месяца),+03:00,84967555048,,,,,,,,,55.450127,37.542765,https://2gis.com/firm/70000001023676065,,,,
Василёвская деревенская библиотека,,Библиотеки,"деревня Василёво, 34/1",,141250.0,,,,Пушкинский городской округ,Московская область,Россия,Ср: 12:00-15:00; Сб: 12:00-15:00,+03:00,84965318596,,,,,,,,,56.192362,37.958476,https://2gis.com/firm/70000001039418876,,,,
Библиотека,пос. Ерино,Библиотеки,"Высокая, 1",,108822.0,,Рязановское поселение,,,Москва,Россия,"Вт: 10:30-14:00, 15:00-18:30; Ср: 10:30-14:00, 15:00-18:30; Чт: 10:30-14:00, 15:00-18:30; Пт: 10:30-14:00, 15:00-18:30; Сб: 10:30-14:00, 15:00-18:30 (санитарный день: последний день месяца)",+03:00,84958675397,,,http://n1336.biblioteks.ru,http://дк-десна.рф,,,,,55.449537,37.521034,https://2gis.com/firm/70000001028876003,,,,
Центральная городская библиотека №1,,Библиотеки,"Гудкова, 7а",,140182.0,Гудкова м-н,,Жуковский,Жуковский городской округ,Московская область,Россия,Пн: 14:00-20:00; Ср: 14:00-20:00; Чт: 14:00-20:00; Пт: 14:00-20:00; Вс: 10:00-17:00 (санитарный день: последний день месяца),+03:00,84984820880,,,,,,,,,55.595642,38.092809,https://2gis.com/firm/70000001023766386,,,,
Филиал №26,Библиотека,Библиотеки,"проспект 50 лет Октября, 13",1 этаж,142184.0,Климовск м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00 (санитарный день: последняя пт месяца),+03:00,84967628021,,,http://cbsklimovsk.ru,,,,,,55.374799,37.540644,https://2gis.com/firm/4504127915986264,,,,
Центральная районная библиотека им. А.П. Чехова,,Библиотеки,"9 Гвардейской Дивизии, 49",1 этаж,143500.0,,,Истра,Истра городской округ,Московская область,Россия,Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00 (санитарный день: последняя пт месяца),+03:00,84983151981,,,http://istrabibl.ru,,,,https://vk.com/club104317027,,55.911917,36.871484,https://2gis.com/firm/4504128908355772,,,,
Городская детская библиотека №32,,Библиотеки,"Гагарина, 50",1 этаж,142001.0,Северный м-н,,Домодедово,Домодедово городской округ,Московская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (санитарный день: последняя пт месяца),+03:00,84967936356,,,http://dombibl.ru,,,,https://vk.com/32ydachi,,55.450398,37.743552,https://2gis.com/firm/4504127909023236,,,,
Универсальная библиотека,,Библиотеки,"проспект Мира, 6",,141195.0,3-й м-н,,Фрязино,Фрязино городской округ,Московская область,Россия,Пн: 12:00-18:30; Вт: 12:00-18:30; Ср: 12:00-18:30; Чт: 12:00-18:30; Пт: 12:00-18:30; Сб: 12:00-18:00 (санитарный день: последняя пт месяца),+03:00,84965643491,,,http://cbs-fryazino.org,,,,,,55.950301,38.050169,https://2gis.com/firm/4504127916087618,,,,
Детская библиотека №27,,Библиотеки,"Первомайская улица, 3",,142184.0,Климовск м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00 (санитарный день: последняя пт месяца),+03:00,84967623439,,,,,,,https://vk.com/club151663177,,55.367611,37.534787,https://2gis.com/firm/4504127908982518,,,,
Центральная библиотека,г. Фрязино,Библиотеки,"Вокзальная улица, 19",1 этаж,141190.0,,,Фрязино,Фрязино городской округ,Московская область,Россия,Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 10:00-18:00 (санитарный день: последняя ср месяца),+03:00,84965640211,,,http://cbs-fryazino.org,,,,https://vk.com/club44633694,,55.961597,38.042111,https://2gis.com/firm/4504127916357327,,,,
Детская библиотека,,Библиотеки,"Центральная улица, 23",1 этаж,141190.0,,,Фрязино,Фрязино городской округ,Московская область,Россия,Пн: 10:30-18:00; Вт: 10:30-18:00; Ср: 10:30-18:00; Чт: 10:30-18:00; Пт: 10:30-18:00; Вс: 11:00-17:00 (санитарный день: последний чт месяца),+03:00,,,,http://cbs-fryazino.org,,,,,,55.958953,38.046991,https://2gis.com/firm/70000001052292104,,,,
Пушкинская библиотека,Левковское,Библиотеки,"село Левково, 20а",,141202.0,,,,Пушкинский городской округ,Московская область,Россия,"Вт: 10:30-13:30, 14:30-18:30; Ср: 11:00-13:30, 14:30-18:30; Чт: 11:00-13:30, 14:30-18:30; Пт: 11:00-13:30, 14:30-18:30; Сб: 11:00-13:30, 14:30-19:00 (санитарный день: последний чт месяца)",+03:00,,,,http://bibliopushkino.ru,,,,https://vk.com/bibliopushkino,,56.012194,37.950997,https://2gis.com/firm/70000001029077079,,,,
Пушкинская библиотека,,Библиотеки,"Вокзальная, 14",1 этаж,141254.0,Заветы Ильича м-н,,Пушкино,Пушкинский городской округ,Московская область,Россия,"Вт: 10:30-13:00, 13:30-19:00; Ср: 10:30-13:00, 13:30-19:00; Чт: 10:30-13:00, 13:30-19:00; Пт: 10:30-13:00, 13:30-19:00; Сб: 10:00-13:00, 13:30-18:30; Вс: 10:00-13:00, 13:30-18:30 (санитарный день: последний чт месяца)",+03:00,84965317364,,,http://bibliopushkino.ru,,,,https://vk.com/bibliopushkino,,56.043604,37.854975,https://2gis.com/firm/70000001019066856,,,,
Филиал №22,Одинцовская сельская библиотека,Библиотеки,"посёлок санатория Подмосковье, 9",,142072.0,,,,Домодедово городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00 (санитарный день: последняя пт месяца)",+03:00,,,,,,,,,,55.377877,37.773355,https://2gis.com/firm/70000001038236311,,,,
Очаг,специализированная библиотека семейного чтения,Библиотеки; Детские / подростковые клубы; Художественные выставки / Галереи; Курсы творчества и рукоделия для взрослых; Копировальные услуги,"проспект Ленина, 2 к4",,144006.0,Северный м-н,,Электросталь,Электросталь городской округ,Московская область,Россия,Пн: 12:00-19:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Вс: 11:00-19:00 (санитарный день: последний день месяца),+03:00,84965764090,,,http://elcbs.ru,,,,https://vk.com/ochag_lib,,55.803982,38.435795,https://2gis.com/firm/70000001023095778,,,,
Троицкая библиотека №1 им. Михайловых,,Библиотеки,"микрорайон В, 38",1 этаж,108841.0,"""B"" м-н",Троицк гор. округ,Троицк,,Москва,Россия,Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 10:00-18:00,+03:00,84958514077,,,http://www.biblioteka1.trocult.ru,,,,,,55.48678,37.307018,https://2gis.com/firm/4504127916386630,,,,
Лосино-Петровская городская библиотека,,Библиотеки; Копировальные услуги,"посёлок Биокомбината, 42",,141142.0,,,,Лосино-Петровский городской округ,Московская область,Россия,Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 10:30-18:30 (санитарный день: последний чт месяца),+03:00,84965632909,,,http://www.lpbibl.ru,,,,https://vk.com/lpbiblioteka,,55.918728,38.107936,https://2gis.com/firm/70000001037427176,,,,
Городская библиотека №4,,Библиотеки,"Красноармейская, 19",1 этаж,140109.0,1-й м-н,,Раменское,Раменский городской округ,Московская область,Россия,Пн: 12:00-19:00; Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 10:00-16:00,+03:00,84964631347,,,,,,,https://vk.com/club152949711,,55.571925,38.24085,https://2gis.com/firm/70000001049535403,,,,
Библиотека №25,пос. Дубровицы,Библиотеки,"посёлок Дубровицы, 37",2 этаж,142132.0,,,,Подольск городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00 (санитарный день: последний день месяца),+03:00,84967651299,,,,,,,,,55.440881,37.490619,https://2gis.com/firm/4504127916747649,,,,
Константиновская сельская библиотека-филиал №34,,Библиотеки,"Гагарина, 1а",,142032.0,,,,Домодедово городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00",+03:00,84967968533,,,,,,,https://vk.com/club114257961,,55.436453,37.715467,https://2gis.com/firm/70000001049210175,,,,
Филиал №28,Библиотека,Библиотеки,"улица Ленина, 32",1 этаж,142180.0,Климовск м-н,,Подольск,Подольск городской округ,Московская область,Россия,Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (санитарный день: последний рабочий день месяца ),+03:00,84967620601,,,http://cbsklimovsk.ru,,,,,,55.354772,37.522532,https://2gis.com/firm/4504127908982223,,,,
ЦК Акрихин,библиотека,Библиотеки,"Большая Московская улица, 116",1 этаж,142450.0,,,Старая Купавна,Богородский городской округ,Московская область,Россия,Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 12:00-19:00; Вс: 12:00-19:00,+03:00,84955125382,,,http://ck-akrikhin.ru,,,,https://vk.com/club70844020,https://youtube.com/channel/UCsgwthWkA1Vl4wSQDHPx_SQ,55.811226,38.182309,https://2gis.com/firm/70000001055427539,,,,
Центральная библиотека им. Чехова,Детский отдел,Библиотеки,"9 Гвардейской Дивизии, 49",1 этаж,143500.0,,,Истра,Истра городской округ,Московская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00 (санитарный день: последняя пт месяца),+03:00,84983151873,,,,,,,https://vk.com/istrabib,,55.911713,36.872191,https://2gis.com/firm/4504128908355783,,,,
